Fi	ne,Dig	ital & Perf	Arts												
															
O		BUIS1010	90	Computer Applications	3.00	Reneau	-------	TBA	ONLI	ONLI	500		26	0	BUSI
															
O		BUIS1300	51	Introduction to Programming and	3.00	Reneau	-M-----	5:00- 9:50PM	KRI	152	24		24	0	BUSI
															
				Application Development											
															
O		BUIS1500	01	Foundations of Web Development	3.00	Reneau	-M-W---	2:00- 3:50PM	KRI	152	24		24	0	BUSI
															
						Reneau	-----F-	2:00- 2:50PM	KRI	152	24				
															
O		BUIS2000	01	Intro PC Hardware/Operating Sys	3.00	Myers	--T-R--	2:00- 3:15PM	KRI	254	20		18	0	BUSI
															
O		BUIS2000	51	Intro PC Hardware/Operating Sys	3.00	Myers	--T-R--	5:00- 6:15PM	KRI	254	20		18	0	BUSI
															
O		BUIS2100	01	Intro to Information Systems	3.00	Goetting	-M-W-F-	1:00- 1:50PM	KRI	252	24		24	0	BUSI
															
O		BUIS2100	51	Intro to Information Systems	3.00	White	--T----	6:30- 9:00PM	KRI	252	24		24	0	BUSI
															
O		BUIS2200	01	Business Computer Projects	3.00	Goetting	-M-W-F-	2:00- 2:50PM	KRI	252	24		24	0	
															
O		BUIS2700	51	IT Infrastructure and	3.00	Myers	--T-R--	10:00-11:50AM	KRI	254	20		18	0	BUSI
															
				Internetworking		Myers	-----F-	11:00-11:50AM	KRI	254	20				
															
O		BUIS3100	01	Data and Information Management	3.00	Reneau	-M-W-F-	1:00- 1:50PM	KRI	151	24		24	0	BUSI
															
O		BUIS3200	01	Systems Analysis and Design	3.00	Johnson, J	--T-R--	11:00-12:15PM	KRI	154	28		28	0	BUSI
															
O		BUIS4700	01	Network Security & Risk Mngmt.	3.00	Myers	--T-R--	12:00- 1:50PM	KRI	254	20		18	0	BUSI
															
						Myers	-----F-	12:00-12:50PM	KRI	254	20				
															
O		BUIS4985	01	Info. Technology Internship	1.00	Myers	-------	TBA			0		10	0	
															
O		BULA1010	51	Introduction to Legal Assisting	3.00	Crummie	-M-----	6:30- 9:00PM	KRI	154	28		28	0	BUSI
															
O		BULA2520	51	Legal Research and Writing 2	3.00	Crummie	--T----	6:30- 9:00PM	KRI	154	28		28	0	BUSI
															
O		BULA2610	51	Tort Law:Personal Inj Litigation	3.00	McFarland	-M-W---	5:00- 6:15PM	KRI	253	28		28	0	BUSI
															
O		BULA2630	51	Intro to Contracts/Restitution	3.00	Crummie	----R--	6:30- 9:00PM	KRI	154	28		28	0	BUSI
															
O		BULA2640	51	Computer App and the Law	3.00	Brown	----R--	6:30- 9:00PM	KRI	152	24		24	0	BUSI
															
O		BULA2650	51	Family Law	3.00	Beck	-M-----	6:30- 9:00PM	KRI	153	26		26	0	BUSI
															
O		BULA2690	51	Criminal Law/Criminal Procedure	3.00	Hoover	--T----	6:30- 9:00PM	KRI	151	24		24	0	BUSI
															
O		BULW2500	51	Business Law 1	3.00	Crummie	---W---	6:30- 9:00PM	KRI	253	28		28	0	
															
O		BULW2700	51	Legal Environment of Business	3.00	McFarland	---W---	6:30- 9:00PM	KRI	250	40		40	0	
															
O		BULW2700	52	Legal Environment of Business	3.00	Davis	--T-R--	5:00- 6:15PM	KRI	150	40		40	0	
															
O		BUMG1010	51	Introduction to Business	3.00	Clausing	-M-W---	5:00- 6:15PM	KRI	150	40		40	0	
															
O		BUMG2100	01	Management Concepts	3.00	Smith	-M-W-F-	1:00- 1:50PM	KRI	150	40		40	0	
															
O		BUMG2350	51	Personnel Management	3.00	Pinson	----R--	6:30- 9:00PM	KRI	250	40		40	0	
															
O		BUMG2900	02	Prof Communication/Devel Skills	3.00	Smith	-M-W-F-	12:00-12:50PM	KRI	151	24		24	0	BUSI
															
O		BUMG2900	51	Prof Communication/Devel Skills	3.00	Rockwell	---W---	6:30- 9:00PM	KRI	151	24		24	0	BUSI
															
O		BUMG2900	52	Prof Communication/Devel Skills	3.00	Smith	-M-W---	5:00- 6:15PM	KRI	151	24		24	0	BUSI
															
O		BUMG3100	01	Management Principles	3.00	Pinson	-M-W-F-	12:00-12:50PM	KRI	150	40		40	0	
															
O		BUMG3100	51	Management Principles	3.00	Clausing	--T----	5:00- 7:30PM	KRI	250	40		40	0	
															
O		BUMG3310	51	Business Ethics	3.00	Shaw	--T----	6:30- 9:00PM	KRI	150	40		40	0	
															
O		BUMG3550	01	Quantitative Methods In Business	3.00	Houser	--T-R--	2:00- 3:15PM	KRI	151	24		24	0	BUSI
															
O		BUMG3550	02	Quantitative Methods In Business	3.00	Houser	--T-R--	9:30-10:45AM	KRI	251	24		24	0	BUSI
															
O		BUMG3550	51	Quantitative Methods In Business	3.00	Houser	-M-W---	5:00- 6:15PM	KRI	251	24		24	0	BUSI
															
O		BUMG3850	01	Production/Operations Mgt	3.00	Houser	--T-R--	3:30- 4:45PM	KRI	251	24		24	0	BUSI
															
O		BUMG3850	02	Production/Operations Mgt	3.00	Houser	--T-R--	11:00-12:15PM	KRI	251	24		24	0	BUSI
															
O		BUMG4850	01	Business Policy and Strategy	3.00	Johnson, J	--T-R--	9:30-10:45AM	KRI	154	28		28	0	BUSI
															
O		BUMG4850	51	Business Policy and Strategy	3.00	Goetting	---W---	6:30- 9:00PM	KRI	252	24		24	0	BUSI
															
